mode,tick_id,tick_latency_s,mean_zone_latency_s,max_zone_latency_s,max_mean_latency_ratio,completed_before_finalize,fallback_count,policy_reason
blocking,0,9.876870733000032,0.40094641550012966,0.6045741560001261,1.507867716552589,6,0,all_results_returned
blocking,1,0.6606635200005258,0.6001968904997739,0.6005698469998606,1.0006213902570809,6,0,all_results_returned
blocking,2,0.6402306319996569,0.30008710300004776,0.6001987579993511,2.000081816242718,6,0,all_results_returned
blocking,3,0.6863429280001583,0.6002000985001056,0.6003804390002188,1.0003004672950968,6,0,all_results_returned
blocking,4,0.6339095240000461,0.30021594116669803,0.6001158839999334,1.9989474298658672,6,0,all_results_returned
blocking,5,0.633847331000652,0.5004130745001021,0.6018749589993604,1.202756262115285,6,0,all_results_returned
blocking,6,0.6293276870001137,0.20005406733328832,0.6001168660004623,2.99977338126634,6,0,all_results_returned
blocking,7,1.2329307640002298,0.5002592666666411,0.6005766230000518,1.2005307307985549,6,0,all_results_returned
blocking,8,0.6322238640004798,0.3001219373333394,0.6002721510003539,2.0000942161506963,6,0,all_results_returned
blocking,9,0.6676970679991427,0.4002639638333676,0.6010845560003872,1.5017203903237777,6,0,all_results_returned
blocking,10,1.1015389099993627,0.3000972976668284,0.6002211960003478,2.000088640140707,6,0,all_results_returned
blocking,11,0.6804357290002372,0.30023806783325807,0.6010647829998561,2.001960601923627,6,0,all_results_returned
blocking,12,0.655279511000117,0.40012071333345983,0.6003474680001091,1.500415869497315,6,0,all_results_returned
blocking,13,0.7458768659998896,0.4000952499998978,0.60017092399994,1.500070105806288,6,0,all_results_returned
blocking,14,0.8010972459996992,0.6004013218331844,0.6015590369997881,1.0019282355393038,6,0,all_results_returned
blocking,15,0.6271097500002725,0.2005012213333733,0.6016792870004792,3.000875919853213,6,0,all_results_returned
blocking,16,0.631194661000336,0.30011517716669306,0.6003729960002602,2.000475289747825,6,0,all_results_returned
blocking,17,0.6516122129996802,0.40008539899993895,0.6001172790001874,1.4999729570243052,6,0,all_results_returned
blocking,18,0.6439911500001472,0.4002828116664811,0.6008566769996833,1.5010803848862786,6,0,all_results_returned
blocking,19,0.6443366900002729,0.5001785503333546,0.6005710720000934,1.2007133684557847,6,0,all_results_returned
blocking,20,0.6853664999998728,0.6004445473330028,0.601294869999947,1.0014161551982128,6,0,all_results_returned
blocking,21,0.6831189179993089,0.4003085505000854,0.6007864940002037,1.5008085469312888,6,0,all_results_returned
blocking,22,0.731305660999169,0.40009516899984493,0.6001412160003383,1.499996157165724,6,0,all_results_returned
blocking,23,0.692642629999682,0.6014778375001697,0.6065425209999376,1.0084203991967808,6,0,all_results_returned
blocking,24,0.6521475479994479,0.5001314328331622,0.6003035650001038,1.2002916145451668,6,0,all_results_returned
blocking,25,0.6387985539995498,0.30007044866655025,0.6001198679996378,1.9999299186789097,6,0,all_results_returned
blocking,26,0.6257685999999012,0.4001071093334758,0.6001904390004711,1.5000744175736016,6,0,all_results_returned
blocking,27,0.6316713229998641,0.5001219011664944,0.60027745699972,1.2002622872536093,6,0,all_results_returned
blocking,28,0.6792375300001368,0.4002769424998102,0.6007584150002003,1.50085690983933,6,0,all_results_returned
blocking,29,0.6290413229999103,0.30043814500004373,0.6001240120003786,1.9974960636249808,6,0,all_results_returned
blocking,30,0.6736249850000604,0.6001376763332095,0.6001565280002978,1.000031412237278,6,0,all_results_returned
blocking,31,0.6999351659997046,0.6004057591665818,0.6018197570001576,1.0023550704036193,6,0,all_results_returned
blocking,32,0.6371772579996104,0.4006139953332119,0.6018550059998233,1.502331453745715,6,0,all_results_returned
blocking,33,0.6644565730002796,0.5006087830001889,0.6023110470005122,1.2031571707368245,6,0,all_results_returned
blocking,34,0.6827257949998966,0.5007520306667175,0.6017975080003453,1.2017874539601818,6,0,all_results_returned
blocking,35,0.7010888550003074,0.6041863630002808,0.6244523630002732,1.0335426306203852,6,0,all_results_returned
blocking,36,0.6671093850000034,0.5002640988332132,0.6006148180003947,1.2005954842676771,6,0,all_results_returned
blocking,37,0.6456272530003844,0.4001017789998211,0.6002156059994377,1.500157303723726,6,0,all_results_returned
blocking,38,0.6855010669996773,0.5001395883335439,0.6002798230001645,1.2002245713047552,6,0,all_results_returned
blocking,39,0.6315210349994231,0.4001160490001894,0.6002950040001451,1.5003022385634448,6,0,all_results_returned
blocking,40,0.6783742620000339,0.500123474999782,0.6001385800000207,1.199980824735896,6,0,all_results_returned
blocking,41,0.6308946589997504,0.40009662433340054,0.6001818229997298,1.500092193978618,6,0,all_results_returned
blocking,42,0.6353794990000097,0.30029622783316273,0.6014062849999391,2.002710088433298,6,0,all_results_returned
blocking,43,0.6346115309997913,0.6002007274998201,0.6005549029996473,1.00059009508586,6,0,all_results_returned
blocking,44,0.7028671870002654,0.5002505973335852,0.6007976950004377,1.2009934584841764,6,0,all_results_returned
blocking,45,0.6916854849996525,0.5011949525001,0.6062310590004927,1.2095713573659177,6,0,all_results_returned
blocking,46,0.6712194720003026,0.4018013371667924,0.6103955799999312,1.5191477069339592,6,0,all_results_returned
blocking,47,0.7032568099994023,0.6006420976667263,0.6017558470002768,1.0018542645243766,6,0,all_results_returned
